"NLA_ID","Comid","MaxDist","PercentImperv_MaxDist","ImpervAreaKm2_MaxDist","PercentNA_MaxDist","WaterKm2_MaxDist","IceSnowKm2_MaxDist","DevOpenKm2_MaxDist","DevLowKm2_MaxDist","DevMedKm2_MaxDist","DevHighKm2_MaxDist","BarrenKm2_MaxDist","DeciduousKm2_MaxDist","EvergreenKm2_MaxDist","MixedForKm2_MaxDist","ShrubKm2_MaxDist","GrassKm2_MaxDist","PastureKm2_MaxDist","CropsKm2_MaxDist","WoodyWetKm2_MaxDist","HerbWetKm2_MaxDist","NLCD_NA_Per_MaxDist","WaterPer_MaxDist","IceSnowPer_MaxDist","DevOpenPer_MaxDist","DevLowPer_MaxDist","DevMedPer_MaxDist","DevHighPer_MaxDist","BarrenPer_MaxDist","DeciduousPer_MaxDist","EvergreenPer_MaxDist","MixedForPer_MaxDist","ShrubPer_MaxDist","GrassPer_MaxDist","PasturePer_MaxDist","CropsPer_MaxDist","WoodyWetPer_MaxDist","HerbWetPer_MaxDist","PercentImperv_300m","ImpervAreaKm2_300m","PercentNA_300m","WaterKm2_300m","IceSnowKm2_300m","DevOpenKm2_300m","DevLowKm2_300m","DevMedKm2_300m","DevHighKm2_300m","BarrenKm2_300m","DeciduousKm2_300m","EvergreenKm2_300m","MixedForKm2_300m","ShrubKm2_300m","GrassKm2_300m","PastureKm2_300m","CropsKm2_300m","WoodyWetKm2_300m","HerbWetKm2_300m","NLCD_NA_Per_300m","WaterPer_300m","IceSnowPer_300m","DevOpenPer_300m","DevLowPer_300m","DevMedPer_300m","DevHighPer_300m","BarrenPer_300m","DeciduousPer_300m","EvergreenPer_300m","MixedForPer_300m","ShrubPer_300m","GrassPer_300m","PasturePer_300m","CropsPer_300m","WoodyWetPer_300m","HerbWetPer_300m","PercentImperv_1500m","ImpervAreaKm2_1500m","PercentNA_1500m","WaterKm2_1500m","IceSnowKm2_1500m","DevOpenKm2_1500m","DevLowKm2_1500m","DevMedKm2_1500m","DevHighKm2_1500m","BarrenKm2_1500m","DeciduousKm2_1500m","EvergreenKm2_1500m","MixedForKm2_1500m","ShrubKm2_1500m","GrassKm2_1500m","PastureKm2_1500m","CropsKm2_1500m","WoodyWetKm2_1500m","HerbWetKm2_1500m","NLCD_NA_Per_1500m","WaterPer_1500m","IceSnowPer_1500m","DevOpenPer_1500m","DevLowPer_1500m","DevMedPer_1500m","DevHighPer_1500m","BarrenPer_1500m","DeciduousPer_1500m","EvergreenPer_1500m","MixedForPer_1500m","ShrubPer_1500m","GrassPer_1500m","PasturePer_1500m","CropsPer_1500m","WoodyWetPer_1500m","HerbWetPer_1500m","PercentImperv_3000m","ImpervAreaKm2_3000m","PercentNA_3000m","WaterKm2_3000m","IceSnowKm2_3000m","DevOpenKm2_3000m","DevLowKm2_3000m","DevMedKm2_3000m","DevHighKm2_3000m","BarrenKm2_3000m","DeciduousKm2_3000m","EvergreenKm2_3000m","MixedForKm2_3000m","ShrubKm2_3000m","GrassKm2_3000m","PastureKm2_3000m","CropsKm2_3000m","WoodyWetKm2_3000m","HerbWetKm2_3000m","NLCD_NA_Per_3000m","WaterPer_3000m","IceSnowPer_3000m","DevOpenPer_3000m","DevLowPer_3000m","DevMedPer_3000m","DevHighPer_3000m","BarrenPer_3000m","DeciduousPer_3000m","EvergreenPer_3000m","MixedForPer_3000m","ShrubPer_3000m","GrassPer_3000m","PasturePer_3000m","CropsPer_3000m","WoodyWetPer_3000m","HerbWetPer_3000m"
"NLA06608-0632",2995490,301,0.73,0.012,0,0.7443,0,0.0099,0,0.0225,0,0.2133,0.0558,0,0,0.0027,0,0.3645,0.1863,0.0522,0,0,45.05,0,0.6,0,1.36,0,12.91,3.38,0,0,0.16,0,22.06,11.28,3.16,0,0.73,0.012,0,0.7425,0,0.0099,0,0.0225,0,0.2124,0.0558,0,0,0.0018,0,0.3645,0.1854,0.0522,0,0,45.08,0,0.6,0,1.37,0,12.9,3.39,0,0,0.11,0,22.13,11.26,3.17,0,3.84,0.509,0,6.2649,0,0.333,0.6039,0.2988,0.1053,0.2844,0.9495,0,0,0.0432,0.0504,3.348,0.7533,0.2187,0,0,47.27,0,2.51,4.56,2.25,0.79,2.15,7.16,0,0,0.33,0.38,25.26,5.68,1.65,0,1.91,0.768,0,10.8297,0,1.6965,1.0557,0.3465,0.1053,0.5022,8.793,0,0,0.2259,0.5139,11.286,4.3983,0.468,0,0,26.93,0,4.22,2.62,0.86,0.26,1.25,21.86,0,0,0.56,1.28,28.06,10.94,1.16,0
"NLA06608-0634",14050895,120,0.41,0.001,0,0.0414,0,0.0261,0,0,0,0,0,0,0,0,0.0144,0,0.1413,0.0072,0.0135,0,16.97,0,10.7,0,0,0,0,0,0,0,0,5.9,0,57.91,2.95,5.53,0.13,0.001,0,0.0819,0,0.0369,0,0,0,0,0.009,0,0,0,0.0315,0,0.5616,0.0117,0.0405,0,10.6,0,4.77,0,0,0,0,1.16,0,0,0,4.08,0,72.65,1.51,5.24,0.26,0.024,0,0.7326,0,0.4068,0,0,0,0,0.0837,0.0045,0,0,0.864,1.4859,5.3532,0.018,0.4401,0,7.8,0,4.33,0,0,0,0,0.89,0.05,0,0,9.2,15.83,57.02,0.19,4.69,0.23,0.075,0,2.3985,0,1.2807,0.009,0,0,0,2.1501,0.0045,0,0,4.1301,4.2993,16.2162,0.1161,2.0619,0,7.34,0,3.92,0.03,0,0,0,6.58,0.01,0,0,12.64,13.16,49.64,0.36,6.31
"NLA06608-0635",16000330,493,0.17,0.007,0,0.3924,0,0.0891,0.0045,0,0,0.0018,0,0,0,0,0.5031,0.4941,2.2176,0.3384,0.0864,0,9.51,0,2.16,0.11,0,0,0.04,0,0,0,0,12.19,11.97,53.73,8.2,2.09,0.08,0.002,0,0.1251,0,0.0387,0,0,0,0.0018,0,0,0,0,0.3024,0.3015,1.2717,0.2745,0.0729,0,5.24,0,1.62,0,0,0,0.08,0,0,0,0,12.66,12.62,53.23,11.49,3.05,0.48,0.08,0,1.6047,0,0.5931,0.0828,0.0099,0,0.0189,0.0198,0.0171,0,0.0324,2.0025,1.692,9.5985,0.8802,0.2484,0,9.55,0,3.53,0.49,0.06,0,0.11,0.12,0.1,0,0.19,11.92,10.07,57.13,5.24,1.48,1.76,0.833,0,3.2454,0,2.0844,1.4031,0.3186,0.0225,0.0585,0.2169,0.0288,0,0.0513,7.7139,3.2796,25.7589,1.7496,1.2681,0,6.88,0,4.42,2.97,0.67,0.05,0.12,0.46,0.06,0,0.11,16.34,6.95,54.57,3.71,2.69
"NLA06608-0637",11964599,1792,0.27,0.393,0,7.9884,0,2.7342,0.513,0.0261,0,0.4536,33.3306,9.6426,0.2196,88.1649,0.2439,0.0414,0,0.054,0.1701,0,5.56,0,1.9,0.36,0.02,0,0.32,23.21,6.72,0.15,61.4,0.17,0.03,0,0.04,0.12,0.22,0.076,0,7.0866,0,0.5238,0.0657,0.0027,0,0.342,2.1528,3.2157,0.0234,20.6343,9e-04,0.0036,0,0,0.1143,0,20.74,0,1.53,0.19,0.01,0,1,6.3,9.41,0.07,60.39,0,0.01,0,0,0.33,0.24,0.307,0,7.9884,0,2.3148,0.3537,0.0135,0,0.4302,25.9578,8.4195,0.1629,79.2243,0.1899,0.0414,0,0.0495,0.1701,0,6.37,0,1.85,0.28,0.01,0,0.34,20.71,6.72,0.13,63.22,0.15,0.03,0,0.04,0.14,0.22,0.489,0,7.9884,0,3.7188,0.5841,0.0333,0,0.5112,72.2925,16.2288,0.6021,118.7811,0.3114,0.0414,0,0.0612,0.1701,0,3.61,0,1.68,0.26,0.02,0,0.23,32.66,7.33,0.27,53.67,0.14,0.02,0,0.03,0.08
"NLA06608-0641",23050457,150,0.39,0.002,0,0.0135,0,0,0,0,0,0,0,0.3708,0,0.0873,0.0108,0,0,0.0225,0.0045,0,2.65,0,0,0,0,0,0,0,72.85,0,17.15,2.12,0,0,4.42,0.88,0.26,0.003,0,0.036,0,0,0,0,0,0,0,0.8847,0,0.1854,0.0135,0,0,0.027,0.0099,0,3.11,0,0,0,0,0,0,0,76.46,0,16.02,1.17,0,0,2.33,0.86,0.23,0.026,0,0.0405,0,0,0,0,0,0,0.0045,10.3131,0,0.6966,0.0981,0.0108,0,0.0864,0.0306,0,0.36,0,0,0,0,0,0,0.04,91.42,0,6.17,0.87,0.1,0,0.77,0.27,0.21,0.078,0,0.0405,0,0,0,0,0,0,0.0063,33.5691,0,2.3283,0.2259,0.0108,0,0.2187,0.036,0,0.11,0,0,0,0,0,0,0.02,92.13,0,6.39,0.62,0.03,0,0.6,0.1
"NLA06608-0648",17283615,134,0,0,0,0.0783,0,0,0,0,0,0.0072,0,0,0,0,0.1485,0,0,0,0,0,33.46,0,0,0,0,0,3.08,0,0,0,0,63.46,0,0,0,0,0.14,0.001,0,0.0792,0,0,0,0,0,0.0072,0,0,0,0,0.5985,0,0,0,0.0063,0,11.46,0,0,0,0,0,1.04,0,0,0,0,86.61,0,0,0,0.91,0.08,0.007,0,0.0981,0,0,0,0,0,0.0072,0,0,0,0,8.7768,0,0,0.0054,0.0918,0,1.09,0,0,0,0,0,0.08,0,0,0,0,97.75,0,0,0.06,1.02,0.07,0.023,0,0.801,0,0,0,0,0,0.018,0.0063,0,0,0,29.5722,0,0.0333,0.1926,1.1646,0,2.52,0,0,0,0,0,0.06,0.02,0,0,0,93.03,0,0.1,0.61,3.66
"NLA06608-0649",120051897,310,2.63,0.042,0,0.0198,0,0.1134,0.0531,0,0,0.0045,0,1.1574,0,0.2457,0,0,0,0,0,0,1.24,0,7.11,3.33,0,0,0.28,0,72.61,0,15.41,0,0,0,0,0,2.67,0.041,0,0.0198,0,0.1125,0.0531,0,0,0.0045,0,1.1079,0,0.2394,0,0,0,0,0,0,1.29,0,7.32,3.45,0,0,0.29,0,72.08,0,15.58,0,0,0,0,0,0.75,0.097,0,0.0198,0,0.4221,0.1053,0,0,0.3753,0,9.0378,0,2.9367,0.0045,0,0,0,0.0351,0,0.15,0,3.26,0.81,0,0,2.9,0,69.86,0,22.7,0.03,0,0,0,0.27,0.71,0.281,0,0.045,0,0.8208,0.3654,0.0225,0,2.4336,0,21.1185,0,14.562,0.2277,0,0,0,0.0729,0,0.11,0,2.07,0.92,0.06,0,6.13,0,53.24,0,36.71,0.57,0,0,0,0.18
"NLA06608-0650",24465428,2014,0.22,0.141,0,0.621,0,0.8964,0.0216,0,0,0.036,0.8901,13.2984,0.0513,29.6649,5.5071,0.0135,0.0513,0.2052,13.9347,0,0.95,0,1.38,0.03,0,0,0.06,1.37,20.4,0.08,45.5,8.45,0.02,0.08,0.31,21.37,0.52,0.048,0,0.621,0,0.3087,0.0099,0,0,0.036,0.072,0.8541,0.0351,3.3336,0.6669,0,0,0.009,3.2058,0,6.79,0,3.37,0.11,0,0,0.39,0.79,9.33,0.38,36.42,7.29,0,0,0.1,35.03,0.22,0.104,0,0.621,0,0.7101,0.0099,0,0,0.036,0.5661,6.525,0.0468,21.798,3.7476,0.0135,0,0.1278,12.6423,0,1.33,0,1.52,0.02,0,0,0.08,1.21,13.93,0.1,46.53,8,0.03,0,0.27,26.99,0.19,0.203,0,0.621,0,1.1943,0.0567,0,0,0.0432,1.6326,29.2113,0.0513,45.297,10.1745,0.027,0.1791,0.4194,15.8148,0,0.59,0,1.14,0.05,0,0,0.04,1.56,27.89,0.05,43.25,9.72,0.03,0.17,0.4,15.1
"NLA06608-0651",21654558,318,0.3,0.024,0,0.1953,0,0.2538,0.0414,0.0018,0,0.072,4.5729,1.8513,0.7902,0.0054,0.0531,0.1539,0.0549,0.0621,0,0,2.41,0,3.13,0.51,0.02,0,0.89,56.4,22.83,9.75,0.07,0.65,1.9,0.68,0.77,0,0.28,0.022,0,0.1935,0,0.2394,0.0387,9e-04,0,0.072,4.3578,1.7649,0.7479,0.0054,0.0531,0.1449,0.0495,0.0621,0,0,2.5,0,3.1,0.5,0.01,0,0.93,56.38,22.83,9.68,0.07,0.69,1.87,0.64,0.8,0,4.26,1.473,0,0.378,0,3.3696,2.8575,0.5229,0.0117,0.1278,16.6986,6.0363,2.2932,0.2034,0.7182,1.0629,0.1332,0.1728,0,0,1.09,0,9.74,8.26,1.51,0.03,0.37,48.28,17.45,6.63,0.59,2.08,3.07,0.39,0.5,0,6.31,5.001,0,0.8334,0,9.3105,8.7273,2.2797,0.1404,0.2061,35.9838,10.8504,4.419,0.6858,2.0016,3.0681,0.5679,0.2259,0,0,1.05,0,11.74,11.01,2.87,0.18,0.26,45.38,13.68,5.57,0.86,2.52,3.87,0.72,0.28,0
"NLA06608-0654",13393373,173,0.23,0.001,0,0.0315,0,0.0189,0,0,0,0,0.0261,0.0207,0.0351,0,0,0,0,0.3096,0,0,7.13,0,4.28,0,0,0,0,5.9,4.68,7.94,0,0,0,0,70.05,0,0.11,0.001,0,0.0333,0,0.0342,0,0,0,0,0.153,0.036,0.1395,0,0,0,0,0.4671,0.0126,0,3.8,0,3.9,0,0,0,0,17.47,4.11,15.92,0,0,0,0,53.32,1.44,0.09,0.009,0,0.4041,0,0.2691,0,0,0,0,3.2868,0.1098,1.6587,0.0261,0,0,0.0549,3.9798,0.1287,0,4.07,0,2.71,0,0,0,0,33.14,1.11,16.72,0.26,0,0,0.55,40.13,1.3,0.23,0.077,0,4.7736,0,1.6344,0.045,0.0117,0,0,9.4284,0.5895,5.0022,0.1485,0.0702,0,0.2835,11.1978,0.5166,0,14.16,0,4.85,0.13,0.03,0,0,27.98,1.75,14.84,0.44,0.21,0,0.84,33.23,1.53
"NLA06608-0657",166421038,255,0,0,0,0.0567,0,0,0,0,0,0,0.0054,0.5031,0.387,0,0,0,0,0.0918,0.0081,0,5.39,0,0,0,0,0,0,0.51,47.82,36.79,0,0,0,0,8.73,0.77,0,0,0,0.0567,0,0,0,0,0,0,0.0054,0.6237,0.4806,0,0,0,0,0.0999,0.0081,0,4.45,0,0,0,0,0,0,0.42,48.96,37.72,0,0,0,0,7.84,0.64,0,0,0,0.1251,0,0,0,0,0,0.0072,0.018,6.5853,3.6882,0.0585,0,0,0,1.2681,0.0855,0,1.06,0,0,0,0,0,0.06,0.15,55.64,31.16,0.49,0,0,0,10.71,0.72,0,0,0,0.171,0,0,0,0,0,0.0306,0.0747,20.7,11.0592,0.3033,0.009,0,0,4.7277,0.441,0,0.46,0,0,0,0,0,0.08,0.2,55.17,29.48,0.81,0.02,0,0,12.6,1.18
"NLA06608-0658",23891818,276,0.48,0.006,0,0.0522,0,0.0243,0.0063,0,0,0.3618,0,0.4167,0.2286,0.0117,0.0891,0,0,0.0495,9e-04,0,4.21,0,1.96,0.51,0,0,29.15,0,33.58,18.42,0.94,7.18,0,0,3.99,0.07,0.44,0.006,0,0.0585,0,0.0252,0.0072,0,0,0.4104,0,0.432,0.2637,0.0189,0.0963,0,0,0.0504,0.0027,0,4.29,0,1.85,0.53,0,0,30.07,0,31.65,19.32,1.38,7.05,0,0,3.69,0.2,2.98,0.364,0,0.585,0,0.5472,0.4572,0.2052,0.0072,1.4913,0.2016,2.8494,2.1888,1.1403,0.6849,0.1386,0,1.1556,0.5706,0,4.79,0,4.48,3.74,1.68,0.06,12.2,1.65,23.31,17.91,9.33,5.6,1.13,0,9.45,4.67,5.16,1.973,0,1.5741,0,2.6964,2.3238,1.152,0.1998,3.4767,0.4113,8.703,5.8104,3.0618,1.5408,0.5139,0.0333,3.8169,2.9583,0,4.11,0,7.05,6.07,3.01,0.52,9.08,1.07,22.74,15.18,8,4.03,1.34,0.09,9.97,7.73
"NLA06608-0659",14433167,95,0.77,0.004,0,0.0495,0,0.0531,0,0,0,0,0,0,0,0,0.207,0.0225,0.1413,0,0.0432,0,9.57,0,10.27,0,0,0,0,0,0,0,0,40.04,4.35,27.33,0,8.36,0.5,0.009,0,0.0792,0,0.1062,0,0,0,0,0.0108,0,0,0,0.5202,0.1791,0.8244,0,0.0837,0,4.39,0,5.89,0,0,0,0,0.6,0,0,0,28.84,9.93,45.7,0,4.64,0.28,0.04,0,0.2232,0,0.5157,0.0162,0,0,0,0.036,0,0,0,1.5822,1.1502,9.2709,0.0108,1.4445,0,1.57,0,3.62,0.11,0,0,0,0.25,0,0,0,11.1,8.07,65.06,0.08,10.14,0.27,0.113,0,0.7749,0,1.5102,0.0441,0,0,0,0.0648,0.0054,0,0,3.6135,5.6178,23.8689,0.0396,6.6843,0,1.84,0,3.58,0.1,0,0,0,0.15,0.01,0,0,8.56,13.3,56.53,0.09,15.83
"NLA06608-0660",18476067,188,28.67,0.129,0,0.1404,0,0.0756,0.1377,0.0531,0.0432,0,0,0,0,0,0,0,0,0,0,0,31.2,0,16.8,30.6,11.8,9.6,0,0,0,0,0,0,0,0,0,0,35.56,0.288,0,0.2007,0,0.0963,0.2826,0.1197,0.1107,0,0,0,0,0,0,0,0,0,0,0,24.78,0,11.89,34.89,14.78,13.67,0,0,0,0,0,0,0,0,0,0,35.67,3.414,0,1.3347,0,1.845,2.3265,1.5615,1.647,0.0135,0.216,0.0099,0,0,0.0684,0,0.4914,0.0117,0.0441,0,13.95,0,19.28,24.31,16.32,17.21,0.14,2.26,0.1,0,0,0.71,0,5.13,0.12,0.46,33.19,10.954,0,3.0447,0,7.0659,8.3259,5.2227,4.7619,0.1836,1.0764,0.0099,0,0.0045,0.2394,0.1287,2.7306,0.0207,0.1908,0,9.22,0,21.41,25.23,15.82,14.43,0.56,3.26,0.03,0,0.01,0.73,0.39,8.27,0.06,0.58
"NLA06608-0661",4195048,162,1.1,0.017,0,0.2259,0,0.1521,0.0162,0,0,0,0.4437,0.0954,0.3474,0.0153,0,0,0.0684,0.0261,0.1557,0,14.61,0,9.84,1.05,0,0,0,28.7,6.17,22.47,0.99,0,0,4.42,1.69,10.07,1.05,0.031,0,0.2259,0,0.2772,0.027,0,0,0,1.1601,0.1836,0.6732,0.0342,0,0,0.1476,0.0756,0.1557,0,7.63,0,9.36,0.91,0,0,0,39.19,6.2,22.74,1.16,0,0,4.99,2.55,5.26,0.47,0.092,0,0.3897,0,1.0728,0.0378,0,0,0,6.5223,1.1061,3.4866,0.3834,0.0261,0.3942,4.626,1.2735,0.3348,0,1.98,0,5.46,0.19,0,0,0,33.19,5.63,17.74,1.95,0.13,2.01,23.54,6.48,1.7,0.91,0.475,0,0.8658,0,3.474,0.4059,0.1188,0.0063,0.0054,15.7545,3.0951,8.3088,0.9891,0.2079,2.4858,11.9691,3.888,0.8217,0,1.65,0,6.63,0.77,0.23,0.01,0.01,30.07,5.91,15.86,1.89,0.4,4.74,22.84,7.42,1.57
"NLA06608-0662",4592057,379,2.96,0.082,0,0.1314,0,0.3744,0.1089,0.0117,0.0081,0.0108,0.4482,0.4869,0.9306,0.1521,0,0,0,0.1035,0,0,4.75,0,13.53,3.94,0.42,0.29,0.39,16.2,17.6,33.63,5.5,0,0,0,3.74,0,3.34,0.071,0,0.1314,0,0.3105,0.1035,0.0108,0.0045,0.0108,0.315,0.3384,0.6732,0.1422,0,0,0,0.0873,0,0,6.17,0,14.59,4.86,0.51,0.21,0.51,14.8,15.9,31.64,6.68,0,0,0,4.1,0,1.39,0.219,0,0.1701,0,0.9504,0.3096,0.0315,0.0135,0.0225,3.1779,3.5415,5.7969,0.6273,0.009,0.0036,0.009,1.0845,0.0072,0,1.08,0,6.03,1.97,0.2,0.09,0.14,20.17,22.48,36.79,3.98,0.06,0.02,0.06,6.88,0.05,1.14,0.513,0,0.9819,0,1.98,0.684,0.1314,0.0243,0.1485,12.0555,7.4475,16.443,2.0997,0.2682,0.0216,0.0837,2.6883,0.0441,0,2.18,0,4.39,1.52,0.29,0.05,0.33,26.73,16.51,36.46,4.66,0.59,0.05,0.19,5.96,0.1
"NLA06608-0663",2483666,423,0.05,0.001,0,0.045,0,0.0225,0,0,0,0,0.0216,0,0,0,0.369,0.3303,0.9774,0,0.0963,0,2.42,0,1.21,0,0,0,0,1.16,0,0,0,19.82,17.74,52.49,0,5.17,0,0,0,0.0216,0,0,0,0,0,0,0.0144,0,0,0,0.2097,0.2493,0.6426,0,0.0747,0,1.78,0,0,0,0,0,0,1.19,0,0,0,17.3,20.57,53.02,0,6.16,0.09,0.01,0,1.692,0,0.2718,0,0,0,0,0.0459,0,0,0,4.1445,0.8766,4.0077,0,0.5481,0,14.6,0,2.35,0,0,0,0,0.4,0,0,0,35.77,7.57,34.59,0,4.73,0.1,0.038,0,8.1549,0,0.891,0.0144,0.0063,0,0,0.2511,0,0,0.009,9.8946,3.5721,12.5127,0.0045,1.8207,0,21.96,0,2.4,0.04,0.02,0,0,0.68,0,0,0.02,26.65,9.62,33.7,0.01,4.9
"NLA06608-0665",8848273,209,1.34,0.02,0,0.0639,0,0.1611,0.0135,0,0,0.0045,0,0.8145,0.0234,0.0333,0.1062,0,0,0.2718,0.0027,0,4.27,0,10.78,0.9,0,0,0.3,0,54.48,1.57,2.23,7.1,0,0,18.18,0.18,1.28,0.028,0,0.0756,0,0.2286,0.0207,0,0,0.0162,0,1.242,0.0522,0.0486,0.1377,0,0,0.3555,0.0027,0,3.47,0,10.49,0.95,0,0,0.74,0,56.97,2.39,2.23,6.32,0,0,16.31,0.12,1.1,0.17,0,0.1116,0,1.5894,0.1224,0.009,0,0.4734,0,10.0854,0.1926,0.3987,0.9855,0,0,1.4022,0.0486,0,0.72,0,10.31,0.79,0.06,0,3.07,0,65.41,1.25,2.59,6.39,0,0,9.09,0.32,1.03,0.456,0,0.333,0,4.1967,0.3348,0.0558,0,1.0818,0.4905,25.0992,0.5121,3.6828,2.8107,0.1368,0.2745,5.1498,0.0864,0,0.75,0,9.49,0.76,0.13,0,2.45,1.11,56.73,1.16,8.32,6.35,0.31,0.62,11.64,0.2
"NLA06608-0671",11974889,80,0,0,0,0.0081,0,0,0,0,0,0.0288,0,0.0333,0,0.036,0.0117,0,0,0,0,0,6.86,0,0,0,0,0,24.41,0,28.22,0,30.51,9.92,0,0,0,0,0,0,0,0.0144,0,0,0,0,0,0.2259,0,0.2412,0,0.1233,0.0351,0,0,0,0,0,2.25,0,0,0,0,0,35.3,0,37.69,0,19.27,5.48,0,0,0,0,0,0,0,0.4221,0,0,0,0,0,3.2634,0,3.3345,0,1.0494,0.6156,0,0,0.0099,0,0,4.85,0,0,0,0,0,37.53,0,38.35,0,12.07,7.08,0,0,0.11,0,0,0,0,0.5031,0,0,0,0,0,11.4381,0,12.5424,0,4.3074,2.4039,0,0,0.0846,0,0,1.61,0,0,0,0,0,36.57,0,40.1,0,13.77,7.69,0,0,0.27,0
"NLA06608-0672",3624629,637,7.66,1.158,0,1.9143,0,1.7487,1.4103,0.5805,0.2133,0,0.3744,0,0,0,0.0459,0.1953,3.8529,4.3524,0.4203,0,12.67,0,11.57,9.33,3.84,1.41,0,2.48,0,0,0,0.3,1.29,25.5,28.81,2.78,6.08,0.47,0,1.3464,0,0.9324,0.5724,0.1728,0.1116,0,0.2637,0,0,0,0,0.0675,1.4949,2.682,0.0855,0,17.42,0,12.06,7.41,2.24,1.44,0,3.41,0,0,0,0,0.87,19.34,34.7,1.11,10.43,3.596,0,3.7035,0,3.7899,4.554,1.7856,0.6993,0.0207,0.6138,0,0,0,0.1206,0.4437,10.7298,7.0083,0.9927,0,10.75,0,11,13.21,5.18,2.03,0.06,1.78,0,0,0,0.35,1.29,31.14,20.34,2.88,16.85,12.997,0,6.6438,0,9.7047,15.5745,6.6798,2.9646,0.1827,0.801,0,0,0,0.2106,1.8972,18.0378,12.9051,1.5174,0,8.61,0,12.58,20.2,8.66,3.84,0.24,1.04,0,0,0,0.27,2.46,23.39,16.73,1.97
"NLA06608-0674",10294252,192,1.57,0.009,0,0.0216,0,0.0603,0.009,0,0,0,0.1125,0.0405,0.2412,0,0,0,0,0.09,0,0,3.76,0,10.49,1.57,0,0,0,19.57,7.04,41.95,0,0,0,0,15.65,0,1.31,0.013,0,0.0216,0,0.0837,0.0153,0,0,0,0.2313,0.0666,0.4446,0,0,0,0,0.1323,0,0,2.17,0,8.41,1.54,0,0,0,23.25,6.69,44.68,0,0,0,0,13.3,0,0.65,0.068,0,0.3663,0,0.4356,0.1197,0,0,0,3.6135,0.6165,4.5189,0.0099,0,0.0666,0,0.7227,0.0189,0,3.49,0,4.15,1.14,0,0,0,34.45,5.88,43.08,0.09,0,0.63,0,6.89,0.18,0.51,0.177,0,0.4986,0,1.4922,0.2754,0.0045,0,0.0063,12.2742,3.717,14.4009,0.0549,0.0369,0.5274,0.0189,1.5084,0.0828,0,1.43,0,4.28,0.79,0.01,0,0.02,35.17,10.65,41.27,0.16,0.11,1.51,0.05,4.32,0.24
"NLA06608-0678",23703965,330,0.14,0.004,0,0.0054,0,0.0162,0,0,0,0.036,0,1.9782,0,0.117,0.5832,0,0,0.0117,0.0189,0,0.2,0,0.59,0,0,0,1.3,0,71.49,0,4.23,21.08,0,0,0.42,0.68,0.16,0.004,0,0.0054,0,0.0153,0,0,0,0.036,0,1.7847,0,0.1053,0.5364,0,0,0.0117,0.0189,0,0.21,0,0.61,0,0,0,1.43,0,70.99,0,4.19,21.34,0,0,0.47,0.75,0.28,0.046,0,0.6732,0,0.3474,0.0045,0.009,0,0.5148,0,10.3095,0,1.5696,2.9934,0,0,0.0117,0.0189,0,4.09,0,2.11,0.03,0.05,0,3.13,0,62.66,0,9.54,18.19,0,0,0.07,0.11,0.22,0.103,0,1.5318,0,0.9135,0.009,0.0378,0,1.062,0,35.9469,0,2.4489,4.0869,0,0,0.0117,0.0369,0,3.32,0,1.98,0.02,0.08,0,2.3,0,78,0,5.31,8.87,0,0,0.03,0.08
"NLA06608-0679",1101812,277,22.29,0.306,0,0.0414,0,0.7344,0.4203,0.135,0.0045,0,0,0.0153,0,0,0.0162,0,0,0,0.0063,0,3.02,0,53.49,30.61,9.83,0.33,0,0,1.11,0,0,1.18,0,0,0,0.46,23.21,0.35,0,0.0414,0,0.7785,0.4806,0.1629,0.0072,0,0,0.0153,0,0,0.0162,0,0,0,0.0063,0,2.75,0,51.62,31.87,10.8,0.48,0,0,1.01,0,0,1.07,0,0,0,0.42,32.96,4.256,0,0.4041,0,3.3039,5.5017,2.7819,0.2475,0.0144,0.0513,0.0216,0,0,0.0207,0.0675,0,0.0198,0.4797,0,3.13,0,25.58,42.6,21.54,1.92,0.11,0.4,0.17,0,0,0.16,0.52,0,0.15,3.71,41.11,16.304,0,0.9729,0,7.0902,16.2423,10.8414,3.3264,0.0144,0.3294,0.0324,0,0,0.0207,0.0801,0,0.054,0.6552,0,2.45,0,17.88,40.95,27.34,8.39,0.04,0.83,0.08,0,0,0.05,0.2,0,0.14,1.65
"NLA06608-0681",76669453,218,0.66,0.069,0,1.0575,0,0.5085,0.0792,0.0144,0,0.0234,8.1999,0.0414,0.0747,0,0,0.4437,0.0864,0,0.0045,0,10.04,0,4.83,0.75,0.14,0,0.22,77.84,0.39,0.71,0,0,4.21,0.82,0,0.04,0.52,0.074,0,1.0692,0,0.558,0.0864,0.0171,0,0.0234,11.7495,0.0522,0.0855,0,0,0.4923,0.1098,0,0.0045,0,7.5,0,3.92,0.61,0.12,0,0.16,82.46,0.37,0.6,0,0,3.46,0.77,0,0.03,0.32,0.184,0,1.1691,0,1.8639,0.2286,0.027,0,0.0963,51.192,0.1593,0.3969,0,0,2.1384,0.405,0,0.0252,0,2.03,0,3.23,0.4,0.05,0,0.17,88.72,0.28,0.69,0,0,3.71,0.7,0,0.04,0.36,0.424,0,1.2015,0,3.9177,0.5679,0.0414,0,0.2799,103.716,0.3204,0.7038,0,0,5.0769,0.7326,0,0.0297,0,1.03,0,3.36,0.49,0.04,0,0.24,88.96,0.27,0.6,0,0,4.35,0.63,0,0.03
